"ParkName","CalYr","PeriodDescriptor","DataReleaseID","Reading_No","PAR_CanopyInMicroMolePerMeterSquaredPerSecond","PAR_FullSunInMicroMolePerMeterSquaredPerSecond","type","basisOfRecord","ParkCode"
"Wilson's Creek National Battlefield",2015,"Spring","A_59a",1,1260.5,1622.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58c",1,1645.8,1412.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58b",1,1691.9,1692.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58a",1,330.4,1039.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58d",1,1855.3,1905.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58e",1,1769.3,1833.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58f",1,1623.5,1744.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58i",1,348.9,1842.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58h",1,782.1,1804.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_58g",1,1784.9,1811.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57i",1,1862.8,1850.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57h",1,1817.7,1847.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57g",1,215.9,1838.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57d",1,265.1,1847.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57e",1,1324.4,1853.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57f",1,257.3,484.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57c",1,307.9,444.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57b",1,404.8,479.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_57a",1,311.2,474.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56c",1,1319.7,1261,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56b",1,1431.9,1847.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56a",1,1438,1822.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56d",1,1767.2,1791.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56e",1,827.7,358.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56f",1,157.51,397.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56i",1,827.7,1342.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56h",1,189.64,430.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_56g",1,402.9,1372.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63a",1,98.25,1669.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63b",1,463.5,1743.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63c",1,863.9,1547.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63f",1,1311.7,1867.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63e",1,189.97,1782.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63d",1,183.3,1755.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63g",1,205,567,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63h",1,199.5,380.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_63i",1,258.9,379.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64g",1,1416.4,1721.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64h",1,568.2,1756.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64i",1,1261,1737,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64f",1,66.94,1690,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64e",1,1457,1479,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64d",1,1390.6,1676.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64a",1,1543.2,1651.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64b",1,1554.2,1627.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_64c",1,1560.1,1620.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65a",1,727.9,1633.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65b",1,189.5,708.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65c",1,162.54,361,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65f",1,81.36,324.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65e",1,165.76,305.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65d",1,139.81,309,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65g",1,275.5,329.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65h",1,1322.5,1370.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_65i",1,102.38,1352.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66g",1,408.3,1373.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66h",1,1373.2,1374.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66i",1,1285.6,1039,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66f",1,180.55,1425.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66e",1,1417.4,1411.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66d",1,96.56,1395.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66a",1,162.26,1377.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66b",1,59.57,484.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_66c",1,283.9,448,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67a",1,426.4,887.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67b",1,356.2,1107.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67c",1,253.5,385.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67f",1,73.05,351,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67e",1,48.91,331.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67d",1,79.69,508.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67g",1,780.7,1261.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67h",1,291.1,478.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_67i",1,195.16,1353.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68g",1,183.28,469.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68h",1,109.73,474.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68i",1,64.88,703.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68f",1,174.03,1183.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68e",1,106.86,1191.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68d",1,102.54,1191.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68a",1,853.5,1142.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68b",1,138.14,1130,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_68c",1,60.81,1126.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69a",1,51.49,355.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69b",1,72.37,357.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69c",1,131.69,355.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69f",1,146.81,351.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69e",1,118.23,338.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69d",1,38.53,329.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69g",1,36.04,321.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69h",1,85.31,310.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_69i",1,148.87,304.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70a",1,130.3,296.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70b",1,126.33,287.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70c",1,45.67,275.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70f",1,46.04,265.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70e",1,99.56,249.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70d",1,61.31,236.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70g",1,100.97,224.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70h",1,103.6,215.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_70i",1,114.31,212.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78a",1,56.35,219.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78b",1,90.07,230.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78c",1,38.2,241.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78f",1,42.1,260.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78e",1,84.05,288.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78d",1,84.04,315.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78g",1,76.69,336.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78h",1,160.59,373.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_78i",1,147.49,389.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77a",1,85.03,441.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77b",1,162.05,456.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77c",1,200.1,467.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77f",1,77.11,484.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77e",1,96.3,500.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77d",1,47.45,513.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77g",1,106.91,528.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77h",1,64.43,532.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_77i",1,84.95,524.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76a",1,184.19,505.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76b",1,74.93,495.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76c",1,65.51,511.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76f",1,161.16,481.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76e",1,287.9,471.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76d",1,271.9,466.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76g",1,235.3,461,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76h",1,289,459.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_76i",1,68.91,457.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75a",1,336,449.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75b",1,193.51,446.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75c",1,293.3,442.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75f",1,185.69,437.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75e",1,79.72,432.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75d",1,331.8,426.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75h",1,162.82,413.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75i",1,72.34,384.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74a",1,332.7,352.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74b",1,307.1,326.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74c",1,220.3,312.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74f",1,60.04,293.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74e",1,62.95,270.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74d",1,41.79,251.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74g",1,138.56,227.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74h",1,80.99,216.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_74i",1,132.76,203,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73a",1,94.09,185.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73b",1,93.03,186.73,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73c",1,151.97,196.58,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73f",1,176.3,207.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73e",1,118.18,222.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73d",1,134.83,243.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73g",1,292.2,412.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73h",1,246.5,438.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_73i",1,369.6,463.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72a",1,347.7,500.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72b",1,329.6,511.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72c",1,428.5,513.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72f",1,369.8,507.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72e",1,407.1,495.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72d",1,438.4,471.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72g",1,396.8,454.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72h",1,372.6,439.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_72i",1,342.1,422.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71a",1,187.46,400.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71b",1,175.03,398.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71c",1,318.3,397.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71f",1,88.36,397.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71e",1,117.83,394.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71d",1,110.71,392.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71g",1,140.82,388.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71h",1,155.68,385.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_71i",1,300.6,384.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79a",1,65.65,385,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79b",1,67.95,386.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79c",1,146.15,389.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79f",1,60.37,393.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79e",1,94.16,399.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79d",1,113.45,404.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79g",1,148.55,407.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79h",1,89.02,409,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_79i",1,135.25,410.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80a",1,288.6,411,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80b",1,227.4,411.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80c",1,298.8,410.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80f",1,88.74,407.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80e",1,325.4,401.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80d",1,65.6,393.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80g",1,82.3,385.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80h",1,241.8,377.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_80i",1,91.62,368.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81a",1,168.06,362,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81b",1,208.4,356.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81c",1,276.2,360.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81f",1,292.4,367,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81e",1,248.9,375.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81d",1,137.34,380.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81g",1,100.52,388.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81h",1,142.09,396.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_81i",1,275.2,401,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82a",1,310.1,433.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82b",1,73.28,434.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82c",1,223.3,429.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82f",1,103.72,420.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82e",1,211.8,412.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82d",1,275.8,407.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82g",1,127.29,400.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82h",1,187.41,397.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_82i",1,102.73,393.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83a",1,529.4,1127.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83b",1,766.4,1108.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83c",1,969.9,1238.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83f",1,167.43,1164.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83e",1,717.3,1094.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83d",1,365.6,1045.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83g",1,560,1713.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83i",1,195.01,1002.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_83h",1,284.5,996.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84a",1,443.6,1192.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84b",1,275,937.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84c",1,465.5,925.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84f",1,414.4,926.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84e",1,177.2,1048.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84d",1,976.5,1110.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84g",1,970.1,1345,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84h",1,530.5,1877.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_84i",1,540.8,1089.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85a",1,703.2,1096.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85b",1,135.19,1048.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85c",1,334.5,1117,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85f",1,346,1246.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85e",1,559,1327.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85d",1,152.92,1206.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85g",1,269.3,1086.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85h",1,164.81,1203.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_85i",1,553.8,1475.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86a",1,189.83,2292,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86b",1,195.96,1034.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86c",1,151.69,900,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86f",1,402.3,985,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86e",1,116.1,986.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86d",1,154.01,1631.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86g",1,411.7,1295,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86h",1,116.6,987.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_86i",1,312.2,981.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93a",1,424.9,817.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93b",1,176.97,806.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93c",1,237.6,797.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93f",1,133.78,798.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93e",1,167.66,803.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93d",1,211.5,805.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93g",1,243.9,791.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_93h",1,152.08,774.2,"Event","HumanObservation","WICR"
