ParkName,ParkCode,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,StartDate,EndDate,EventID,Units,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEAqubug2007Aug28,meters,7,3.00,20.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEAqubug2007Aug28,meters,8,3.50,16.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEAqubug2007Aug28,meters,9,4.00,14.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,1,0.00,0.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,2,0.20,6.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,3,0.40,12.00,0.02,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,4,0.60,17.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,5,0.80,24.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,6,1.00,35.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,7,1.20,34.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,8,1.40,30.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,9,1.60,28.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,10,1.80,26.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,11,2.00,25.00,0.04,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,12,2.20,24.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,13,2.40,26.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,14,2.60,23.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,15,2.80,20.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,16,3.00,18.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,17,3.20,6.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAqubug2013Sep12,2013,9/12/2013 0:00:00,9/12/2013 0:00:00,PIPEAquBug2013Sep12,meters,18,3.40,4.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,1,0.00,28.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,2,0.50,20.00,0.09,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,3,1.00,14.00,0.22,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,4,1.50,26.00,0.12,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,5,2.00,38.00,0.12,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,6,2.50,45.00,0.14,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,7,3.00,34.00,0.08,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,8,3.50,20.00,0.05,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,9,4.00,24.00,0.02,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2016Sep09,2016,9/9/2016 0:00:00,9/9/2016 0:00:00,PIPEAquBug2016Sep09,meters,10,4.50,22.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEAquBug2021Aug26,meters,1,0.00,0.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEAquBug2021Aug26,meters,2,0.50,25.00,0.02,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEAquBug2021Aug26,meters,3,1.00,48.00,0.12,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEAquBug2021Aug26,meters,4,1.50,55.00,0.11,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEAquBug2021Aug26,meters,5,2.00,38.00,0.05,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEAquBug2021Aug26,meters,6,2.50,24.00,0.08,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEAquBug2021Aug26,meters,7,3.00,2.00,0.02,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEAquBug2022Aug18,meters,1,0.00,0.00,0.00,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEAquBug2022Aug18,meters,2,0.50,20.00,0.03,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEAquBug2022Aug18,meters,3,1.00,38.00,0.09,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEAquBug2022Aug18,meters,4,1.50,48.00,0.04,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEAquBug2022Aug18,meters,5,2.00,34.00,0.02,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEAquBug2022Aug18,meters,6,2.50,20.00,0.01,
Pipestone NM,PIPE,Tributary,PPS1,Upper Pipestone Creek,,Pipestone,,PIPEUPP01,,,PIPEAquBug2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEAquBug2022Aug18,meters,7,3.00,8.00,0.01,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,1,0.20,6.00,0.13,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,2,0.40,8.00,0.16,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,3,0.60,10.00,0.18,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,4,0.80,10.00,0.19,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,5,1.00,11.00,0.19,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,6,1.20,10.00,0.13,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,7,1.40,8.00,0.15,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,8,1.60,8.00,0.06,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2009Sep01,2009,9/1/2009 0:00:00,3/1/2007 0:00:00,TAPRAqubug2009Sep01,meters,9,1.80,2.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,1,0.20,2.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,2,0.40,3.00,-0.03,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,3,0.60,5.00,0.03,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,4,0.80,5.00,0.12,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,5,1.00,6.00,0.03,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,6,1.20,6.00,0.01,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,7,1.40,8.00,-0.03,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,8,1.60,6.00,-0.03,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,9,1.80,4.00,-0.05,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2009Sep02,2009,9/2/2009 0:00:00,9/2/2009 0:00:00,TAPRAqubug2009Sep02,meters,10,2.00,2.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,1,0.00,0.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,2,0.50,12.00,0.18,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,3,1.00,20.00,0.50,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,4,1.50,18.00,0.63,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,5,2.00,22.00,0.45,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,6,2.50,28.00,0.78,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,7,3.00,26.00,0.76,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,8,3.50,12.00,0.08,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,9,4.00,3.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,10,4.50,0.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,1,0.00,0.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,2,0.50,8.00,0.31,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,3,1.00,9.00,0.07,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,4,1.50,13.00,0.29,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,5,2.00,11.00,0.52,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,6,2.50,6.00,0.04,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,7,3.00,7.00,0.09,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2013Apr23,2013,4/23/2013 0:00:00,4/23/2013 0:00:00,TAPRAqubug2013Apr23,meters,8,3.50,2.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,1,0.00,0.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,2,0.50,8.00,0.26,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,3,1.00,12.00,0.40,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,4,1.50,13.00,0.45,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,5,2.00,10.00,0.52,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,6,2.50,18.00,0.56,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,7,3.00,18.00,0.33,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,8,3.50,16.00,0.17,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,9,4.00,10.00,0.04,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,10,4.50,12.00,0.02,
Tallgrass Prairie NPres,TAPR,Tributary,Initial sampling was first three riffles below low water crossing on Creek.,Fox Creek,,Chase,,TAPRLOW35,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,11,5.00,6.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,1,0.00,0.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,2,0.50,18.00,0.02,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,3,1.00,22.00,0.03,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,4,1.50,22.00,0.05,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,5,2.00,24.00,0.05,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,6,2.50,30.00,0.06,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,7,3.00,22.00,0.01,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,8,3.50,20.00,0.00,
Tallgrass Prairie NPres,TAPR,Tributary,,Palmer Creek,,Chase,,TAPRMID36,,,TAPRAqubug2015Apr29,2015,4/29/2015 0:00:00,4/29/2015 0:00:00,TAPRAquBug2015Apr29,meters,9,4.00,25.00,0.01,
