ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_Celcius,AirTemp_Celcius,pH,SpecificConductance_MicrosiemensPerCentimeter,Conductivity_MicrosiemensPerCentimeter,DissolvedOxygen_MilligramsPerLiter,SecchiTube_Centimeters,dwcType,dwcBasisOfRecord
Buffalo National River,BUFF,BUFFRMFISHBT05,BUFFrmfish2015May22,BUFFrmfish2015Jun03,1,ENDING,13:53:00,19.7,31,8.22,179.7,160.9,10.48,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT05,BUFFRMFISH2019May22,BUFFRMFISH2019Jun05,1,BEGINNING,10:45:00,21,-999,7.7,220,203.1,8.56,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT05,BUFFRMFISH2019May22,BUFFRMFISH2019Jun05,1,ENDING,12:27:00,22,-999,7.88,219.4,206.7,9.37,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT05,BUFFRMFISH2023May23,BUFFRMFISH2023Jun02,1,BEGINNING,08:52:00,19.5,-999,8.07,234.4,209.9,8.37,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT05,BUFFRMFISH2023May23,BUFFRMFISH2023Jun02,1,ENDING,10:28:00,20.9,-999,8,233.6,215.3,9.54,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT06,BUFFRMFISH2009May19,BUFFRMFish2009May19,1,BEGINNING,15:20:00,21.9,24,7.94,357,335.9,8.6,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT06,BUFFRMFISH2009May19,BUFFRMFish2009May19,1,ENDING,16:11:00,21.4,22,8.05,365.4,340.2,8.23,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2007May21,BUFFRMFish2007May25,1,BEGINNING,10:40:00,18.7,26,7.24,338.4,248.5,10.82,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2007May21,BUFFRMFish2007May25,1,ENDING,14:40:00,20.5,26,7.67,330.9,238.3,11.17,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2013May20,BUFFRMFish2013May21,1,BEGINNING,08:29:00,17.8,18,7.93,363.4,313.1,7.68,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2013May20,BUFFRMFish2013May21,1,ENDING,10:24:00,17.8,18,8.11,357.3,309.4,8.21,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFrmfish2015May22,BUFFrmfish2015May22,1,BEGINNING,11:26:00,14.4,20.5,8.6,329.2,262.7,-999,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFrmfish2015May22,BUFFrmfish2015May22,1,ENDING,16:00:00,16.1,-999,8.14,321.1,266.4,-999,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,BEGINNING,14:35:00,16.1,16,7.9,349.3,289.6,10.83,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,ENDING,15:45:00,16.1,17,8.19,347.5,288.5,10.9,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2019May22,BUFFRMFISH2019May22,1,BEGINNING,10:33:00,15.4,20,7.69,308.3,251.7,10.06,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2019May22,BUFFRMFISH2019May22,1,ENDING,11:42:00,16,21.11,8.09,306.4,253.8,10.44,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2021May17,BUFFRMFISH2021May18,1,BEGINNING,09:53:00,16.2,18.6,8.19,313.5,261,10.66,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2021May17,BUFFRMFISH2021May18,1,ENDING,11:25:00,16.9,18.6,8.3,306.4,259,11.45,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2023May23,BUFFRMFISH2023May23,1,BEGINNING,10:20:00,16.5,-999,8.21,308.3,258.1,10.61,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT07,BUFFRMFISH2023May23,BUFFRMFISH2023May23,1,ENDING,11:34:00,17.5,-999,8.3,304.2,260.4,11.3,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT08,BUFFRMFISH2010May17,BUFFRMFish2010May17,1,BEGINNING,10:10:00,11.3,22,7.6,278,223.4,10.76,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT08,BUFFRMFISH2010May17,BUFFRMFish2010May17,1,ENDING,11:00:00,11.5,-999,7.86,279.6,225.6,10.72,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY30,1,BEGINNING,16:00:00,27.4,22,7.52,149.7,227.9,7.9,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY30,1,ENDING,17:00:00,27.7,19,7.63,150.8,229.1,8.17,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFrmfish2015May22,BUFFrmfish2015Jun10,1,BEGINNING,15:05:00,25.5,32,8.19,185.6,187.5,10.13,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFrmfish2015May22,BUFFrmfish2015Jun10,1,ENDING,16:15:00,25.6,32,8.23,190.4,192.6,10.06,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2019May22,BUFFRMFISH2019Jun12,1,BEGINNING,14:04:00,21,-999,7.81,145.5,134.4,10.61,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT09,BUFFRMFISH2019May22,BUFFRMFISH2019Jun12,1,ENDING,15:38:00,21.8,-999,7.93,145.3,136.5,11.17,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT10,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,BEGINNING,09:37:00,14.2,15,7.55,329.7,261.8,8.99,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT10,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,ENDING,11:33:00,15.1,19,8.07,318.8,258.6,9.88,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT11,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,BEGINNING,13:40:00,16.9,24.8,8.07,203.4,172,10.04,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT11,BUFFRMFISH2009May19,BUFFRMFish2009May20,1,ENDING,15:10:00,17.7,24.8,8.12,230.8,198.8,9.56,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT12,BUFFRMFISH2007May21,BUFFRMFish2007May29,1,BEGINNING,12:20:00,18.8,25,7.17,230.4,169.6,8.05,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT12,BUFFRMFISH2007May21,BUFFRMFish2007May29,1,ENDING,13:55:00,18.8,23,7.42,305.7,225.1,7.6,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT13,BUFFRMFISH2008May19,BUFFRMFish2008May23,1,BEGINNING,10:00:00,20.5,26,7.4,213.9,153.5,7.05,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT13,BUFFRMFISH2008May19,BUFFRMFish2008May23,1,ENDING,13:00:00,20.5,26,7.33,208.5,149.8,8.29,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT14,BUFFRMFISH2010May17,BUFFRMFish2010May18,1,BEGINNING,11:27:00,11.8,22,7.74,309.4,252,11.19,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT14,BUFFRMFISH2010May17,BUFFRMFish2010May18,1,ENDING,13:02:00,13,19,7.81,304.6,254.7,10.46,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2008May19,BUFFRMFish2008May28,1,BEGINNING,09:30:00,16,19,7.37,343.1,262.7,8.09,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2008May19,BUFFRMFish2008May28,1,ENDING,11:40:00,16.1,18.5,7.36,342.9,262.5,9.42,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,BEGINNING,15:58:00,20.8,30,8.17,425.9,391.8,8.85,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,ENDING,17:19:00,21,22,8.16,428.1,395.5,8.74,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,BEGINNING,10:05:00,15.4,25,8.12,420.2,343.2,9.78,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,ENDING,12:34:00,15.6,21,8.05,419.6,344.6,9.58,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFrmfish2015May22,BUFFrmfish2015May28,1,BEGINNING,11:48:00,17,26,8.01,375.4,318.4,9.3,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFrmfish2015May22,BUFFrmfish2015May28,1,ENDING,12:56:00,17.5,25,8.2,369.4,316.2,8.94,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,BEGINNING,10:09:00,15.6,16.5,7.8,382.2,313.3,11.56,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2017May24,BUFFRMFISH2017May24,1,ENDING,12:32:00,16.4,16.7,7.58,380.7,318,10.57,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2019May22,BUFFRMFISH2019Jun06,1,BEGINNING,08:52:00,17.4,-999,7.21,346,297.5,9.14,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2019May22,BUFFRMFISH2019Jun06,1,ENDING,10:40:00,17.7,-999,7.75,344.2,296.2,10.67,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2021May17,BUFFRMFISH2021May17,1,BEGINNING,09:43:00,15.6,18.6,7.87,320.6,252.3,9.69,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2021May17,BUFFRMFISH2021May17,1,ENDING,11:07:00,15.9,18.6,8.02,316.8,261.1,10.76,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2023May23,BUFFRMFISH2023May26,1,BEGINNING,09:20:00,15.4,-999,7.98,355.2,290.3,12.08,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT15,BUFFRMFISH2023May23,BUFFRMFISH2023May26,1,ENDING,10:39:00,16.5,-999,8.05,352.6,295.5,13.11,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT16,BUFFRMFISH2008May19,BUFFRMFish2008May27,1,BEGINNING,12:00:00,15.3,20.5,7.51,350.4,271.1,10.4,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT16,BUFFRMFISH2008May19,BUFFRMFish2008May27,1,ENDING,13:30:00,15.4,20,7.39,351.4,271.6,10.35,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT17,BUFFRMFISH2010May17,BUFFRMFish2010Jun23,1,BEGINNING,10:02:00,14.4,25.5,7.27,120.2,110.8,7.6,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT17,BUFFRMFISH2010May17,BUFFRMFish2010Jun23,1,ENDING,14:26:00,22.3,31,6.64,119.6,118.4,7.15,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2008May19,BUFFRMFish2008May19,1,BEGINNING,12:00:00,18.6,35.5,7.36,259.7,191.4,9.77,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2008May19,BUFFRMFish2008May19,1,ENDING,14:30:00,20.1,35.5,7.2,157.4,113.4,10.22,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2013May20,BUFFRMFish2013Jun06,1,BEGINNING,10:22:00,19,24,8.13,237,210,8.87,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2013May20,BUFFRMFish2013Jun06,1,ENDING,11:22:00,19.9,22.5,8.1,237.2,214.2,8.96,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFrmfish2015May22,BUFFrmfish2015May29,1,BEGINNING,10:20:00,18.1,27,8.52,221.1,191.8,9.7,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFrmfish2015May22,BUFFrmfish2015May29,1,ENDING,11:50:00,19.2,29.5,8.46,218.9,194.7,10.08,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,1,BEGINNING,09:30:00,16.1,18,8.17,281.1,233.3,10.69,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2017May24,BUFFRMFISH2017May25,1,ENDING,10:35:00,16.9,18,8.02,281.2,237.7,10.11,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,1,BEGINNING,08:53:00,18.4,24.44,7.6,245.4,214.3,9.55,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2019May22,BUFFRMFISH2019May24,1,ENDING,10:06:00,19.1,26.66,7.96,244.2,215,10.97,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,1,BEGINNING,10:26:00,18.9,-999,7.89,239,211.3,10.32,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2021May17,BUFFRMFISH2021Jun09,1,ENDING,12:31:00,21,-999,8.18,235.6,217.6,11.7,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,1,BEGINNING,11:02:00,21.2,-999,7.65,225.5,210.9,8.02,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT19,BUFFRMFISH2023May23,BUFFRMFISH2023May30,1,ENDING,12:45:00,22,-999,7.52,251.4,236.6,8.52,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,1,BEGINNING,09:50:00,18.2,22,7.72,226.1,197.1,9.81,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2009May19,BUFFRMFish2009May21,1,ENDING,13:25:00,21,25,8.37,217.9,201.3,11.93,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,BEGINNING,10:25:00,25.2,26.9,8.06,253.6,254.9,6.9,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2012May21,BUFFRMFish2012May22,1,ENDING,13:27:00,26.7,30,8.19,251.7,260.1,8.7,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2013May20,BUFFRMFish2013Jun10,1,BEGINNING,10:45:00,20.5,27,8.47,214.9,196.3,9.36,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2013May20,BUFFRMFish2013Jun10,1,ENDING,14:37:00,24.2,29.5,8.36,212,209,10.04,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFrmfish2015May22,BUFFrmfish2015Jun15,1,BEGINNING,10:37:00,24.6,27,7.87,260,258.1,7.22,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFrmfish2015May22,BUFFrmfish2015Jun15,1,ENDING,13:27:00,26.5,30,8.33,247.5,254.5,10.01,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2017May24,BUFFRMFISH2017May30,1,BEGINNING,12:25:00,23,31.5,7.38,230.8,222.3,12.45,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2017May24,BUFFRMFISH2017May30,1,ENDING,15:10:00,23.8,-999,7.85,223.2,218,10.21,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2019May22,BUFFRMFISH2019May28,1,BEGINNING,09:20:00,22,-999,7.65,218.7,206.4,7.48,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2019May22,BUFFRMFISH2019May28,1,ENDING,11:20:00,23.1,-999,8,207,214.9,10.01,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2021May17,BUFFRMFISH2021Jun16,1,BEGINNING,10:50:00,24.2,-999,8.06,223.2,219.8,7.72,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2021May17,BUFFRMFISH2021Jun16,1,ENDING,13:13:00,26.5,-999,8.33,215.8,221.9,10.69,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2023May23,BUFFRMFISH2023May31,1,BEGINNING,09:41:00,21.9,-999,8.09,215.4,202.6,7.89,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT20,BUFFRMFISH2023May23,BUFFRMFISH2023May31,1,ENDING,12:35:00,24.8,-999,8.55,208.6,207.9,10.88,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT21,BUFFRMFISH2007May21,BUFFRMFish2007Jun01,1,BEGINNING,09:26:00,18.7,22.5,7.23,359.8,265.1,10.12,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT21,BUFFRMFISH2007May21,BUFFRMFish2007Jun01,1,ENDING,11:00:00,19.1,24,7.75,357.1,261.8,10.34,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT22,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY25,1,BEGINNING,11:00:00,17,24,7.32,245.5,186,8.72,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT22,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY25,1,ENDING,13:12:00,18.3,21,7.38,169.3,124,9.21,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2009May19,BUFFRMFish2009May26,1,BEGINNING,11:09:00,17.7,28,7.9,293.3,253.2,9.64,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2009May19,BUFFRMFish2009May26,1,ENDING,12:25:00,18.8,28,8.33,287.2,254.2,9.85,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFrmfish2015May22,BUFFrmfish2015Jun04,1,BEGINNING,10:48:00,18.6,28,8.26,306.1,268.4,9.33,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFrmfish2015May22,BUFFrmfish2015Jun04,1,ENDING,13:30:00,21.5,32,8.23,297.6,277.9,10.37,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2019May22,BUFFRMFISH2019Jun17,1,BEGINNING,12:11:00,20.6,-999,7.95,270.6,247.6,10.93,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2019May22,BUFFRMFISH2019Jun17,1,ENDING,14:12:00,22,-999,8.22,269.4,254.1,11.02,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2023May23,BUFFRMFISH2023Jun06,1,BEGINNING,12:34:00,23.3,-999,8.24,313.3,302.8,9.49,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT23,BUFFRMFISH2023May23,BUFFRMFISH2023Jun06,1,ENDING,14:17:00,25,-999,8.28,305.6,305.6,8.72,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT24,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY24,1,BEGINNING,10:00:00,14.5,15,7.22,241.7,189,10.05,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT24,BUFFRMFISH2006MAY22,BUFFRMFISH2006MAY24,1,ENDING,11:46:00,15.3,-999,7.5,242.2,187,9.78,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT25,BUFFRMFISH2007May21,BUFFRMFish2007Jun06,1,BEGINNING,10:45:00,14.9,28,6.82,238.8,186,11.13,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT25,BUFFRMFISH2007May21,BUFFRMFish2007Jun06,1,ENDING,11:50:00,16.1,26,7,250.6,191.6,11.53,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2010May17,BUFFRMFish2010Jun08,1,BEGINNING,10:36:00,18.2,28.5,7.57,430.9,405.4,10.54,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2010May17,BUFFRMFish2010Jun08,1,ENDING,12:35:00,19.8,31.5,7.76,413.3,401.2,10.6,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2012May21,BUFFRMFish2012May21,1,BEGINNING,11:14:00,21.4,-999,8.21,417.7,388.6,8.8,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2012May21,BUFFRMFish2012May21,1,ENDING,13:24:00,24,24,8.31,388.4,380.7,8.85,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,BEGINNING,15:48:00,21.3,25,8.37,448.9,417.2,8.9,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2013May20,BUFFRMFish2013May20,1,ENDING,18:39:00,21.5,25,8.37,448,417,8.71,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2017May24,BUFFRMFISH2017Jun13,1,BEGINNING,16:24:00,27.9,30,7.71,410.11,433.9,8.75,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2017May24,BUFFRMFISH2017Jun13,1,ENDING,18:00:00,27.6,30,8.05,410.9,431,8.01,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2021May17,BUFFRMFISH2021May24,1,BEGINNING,10:23:00,18,23,8.44,369.5,320.4,9.7,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT27,BUFFRMFISH2021May17,BUFFRMFISH2021May24,1,ENDING,12:26:00,19.9,25.5,8.51,357.2,322.2,9.27,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT28,BUFFRMFISH2008May19,BUFFRMFish2008Jun18,1,BEGINNING,11:00:00,16.6,21,7.32,360.9,274.2,10.06,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT28,BUFFRMFISH2008May19,BUFFRMFish2008Jun18,1,ENDING,12:09:00,16.8,20.5,7.25,363,274.5,-999,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,1,BEGINNING,08:23:00,20.8,-999,7.37,225.3,222.7,8.73,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT29,BUFFRMFISH2010May17,BUFFRMFish2010Jun10,1,ENDING,12:26:00,22,30,7.67,150,155.5,7.62,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,BEGINNING,10:00:00,18.6,9,7.77,401.5,297,7.9,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,ENDING,11:40:00,-999,-999,7.95,402.1,296,7.65,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,BEGINNING,09:55:00,20.3,-999,8.21,371.2,337.6,8.35,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,ENDING,11:13:00,21.4,28.5,8.2,368.1,342.7,8.92,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,BEGINNING,09:30:00,20.3,25,7.46,417.8,379.1,8.74,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,ENDING,10:55:00,21.6,25.6,7.84,414.4,378.2,10.25,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,1,BEGINNING,12:14:00,19.4,28.5,8.11,321.6,286.7,11.03,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT30,BUFFRMFISH2021May17,BUFFRMFISH2021Jun10,1,ENDING,13:38:00,20.8,29.2,8.21,325.3,299.1,10.57,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,BEGINNING,14:17:00,21.5,-999,7.84,379.3,269,7.44,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2006MAY22,BUFFRMFISH2006JUN06,1,ENDING,16:00:00,22.2,-999,7.87,342.7,241,7.43,120,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,BEGINNING,13:18:00,27.8,-999,8.08,339,357.1,5.95,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,1,ENDING,14:53:00,28.4,32.5,8.01,337.5,359.6,6.56,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,BEGINNING,12:44:00,23.8,28,8,380.9,372.1,7.82,-999,Event,MachineObservation
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,ENDING,13:46:00,24.1,27.8,8.2,381.4,373.8,7.68,-999,Event,MachineObservation
