ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_Celcius,AirTemp_Celcius,pH,SpecificConductance_MicrosiemensPerCentimeter,Conductivity_MicrosiemensPerCentimeter,DissolvedOxygen_MilligramsPerLiter,SecchiTube_Centimeters,dwcType,dwcBasisOfRecord
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,3,BEGINNING,14:05:00,16.29,17,8.05,509,422.7,9.75,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,4,BEGINNING,14:08:00,16.2,16,8.11,683,568,8.88,73,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,5,BEGINNING,14:13:00,16.1,16,8.1,717,591,7.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,1,BEGINNING,11:15:00,16.5,24.5,7.63,650,560,7.74,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,2,BEGINNING,11:25:00,16.7,24.5,7.5,650,570,7.84,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,3,BEGINNING,12:05:00,16.39,24.5,7.36,660,570,10.02,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,4,BEGINNING,11:40:00,16.5,24.5,7.51,676,582,8.94,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2009Sep08,TAPRShiner2009Sep10,5,BEGINNING,11:50:00,16.6,24.5,7.42,672,578,9.97,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,1,BEGINNING,17:29:00,23.6,32,8.02,549,534,10.56,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,2,BEGINNING,16:54:00,22.79,32,8,554,530,10.54,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,3,BEGINNING,17:19:00,22.6,32,7.96,558,533,10.96,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,4,BEGINNING,17:08:00,21.7,32.5,7.92,570,530,10.22,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,5,BEGINNING,17:36:00,20.29,32.5,7.82,574,522,10.87,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,1,BEGINNING,14:30:00,22.4,21.1,8.1,754,716,8.13,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,2,BEGINNING,14:32:00,22.5,21.1,7.91,740,705,9.15,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,3,BEGINNING,14:35:00,21.7,21.1,7.91,830,777,6.06,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,4,BEGINNING,14:38:00,21.4,21.1,7.74,906,843,6.34,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,1,BEGINNING,14:53:00,22.1,-999,7.95,624,588,8.31,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,2,BEGINNING,15:03:00,22.5,-999,8.09,632,604,9.6,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,3,BEGINNING,15:20:00,22.2,-999,8.15,649,612,9.51,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,4,BEGINNING,15:33:00,20.5,-999,8.02,666,610,8.7,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2021Sep07,TAPRShiner2021Sep08,5,BEGINNING,15:44:00,19.2,-999,7.62,676,595,9.56,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2006Sep18,TAPRShiner2006Sep18,1,BEGINNING,13:50:00,18.79,28,6.92,539,395.2,7.19,85,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2006Sep18,TAPRShiner2006Sep18,2,BEGINNING,15:15:00,20.79,26,7.03,574,413,5.51,89,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2006Sep18,TAPRShiner2006Sep18,3,BEGINNING,15:00:00,20.7,23,7.53,448.1,321.2,7.42,35,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2006Sep18,TAPRShiner2006Sep18,4,BEGINNING,15:15:00,20,22,7.67,486.9,334.9,7.55,31,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,1,BEGINNING,08:50:00,17.5,15,6.9,478,352.5,5.13,81,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,2,BEGINNING,09:10:00,18.2,16,6.98,471.8,349.4,5.38,79,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,3,BEGINNING,09:20:00,18,16,7.13,464.2,345.4,4.55,118,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,4,BEGINNING,09:40:00,19.39,16,7.15,477.1,348.2,4.15,100,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2007Sep09,TAPRShiner2007Sep11,5,BEGINNING,10:00:00,18.7,19,7.4,459.2,337.8,6.63,105,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,1,BEGINNING,09:45:00,16.5,14,7.78,462.2,385.4,7.64,49,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,2,BEGINNING,09:37:00,16.5,14,7.92,459.5,382.2,8.07,51,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,3,BEGINNING,09:57:00,16.1,14,7.98,460,376.8,5.9,48,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,4,BEGINNING,10:15:00,16.5,15,7.94,456.1,381.2,7.01,59,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2008Sep07,TAPRShiner2008Sep09,5,BEGINNING,10:07:00,16.5,17,8,458.9,382.6,7.93,47,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,1,BEGINNING,09:00:00,18.29,19.5,7.07,449,400.9,6.95,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,2,BEGINNING,09:10:00,18.29,19.5,7.25,448.2,400.3,7.26,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,3,BEGINNING,09:12:00,18.29,19.5,7.25,448.4,400.4,6.83,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,4,BEGINNING,09:20:00,18.29,19.5,7.32,451.1,402.9,6.32,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,5,BEGINNING,09:40:00,18.29,19.5,7.32,451.5,404,7.21,22,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,1,BEGINNING,10:12:00,22.39,22,7.78,354.4,337.1,5.45,57,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,2,BEGINNING,09:52:00,22.39,22,7.84,353,335.9,5.91,52,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,3,BEGINNING,10:08:00,22.5,22,7.65,353.1,336.1,5.63,44,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,4,BEGINNING,09:41:00,22.5,22,7.69,352.8,336.1,5.51,48,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2015Aug30,TAPRShiner2015Sep01,5,BEGINNING,10:02:00,22.5,22,7.53,352.4,335.5,5.98,45,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,1,BEGINNING,10:08:00,23.4,17.8,7.41,245.9,239.5,5,8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,2,BEGINNING,09:34:00,23.4,17.8,7.37,243.4,236,5.24,9,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,3,BEGINNING,09:54:00,23.4,17.8,7.13,244,236.8,4.91,8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,4,BEGINNING,09:46:00,23.4,17.8,7.3,242,234.6,5.21,8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2018Sep04,TAPRShiner2018Sep06,5,BEGINNING,09:38:00,23.4,17.8,7.45,239.7,232.2,5.94,9,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,1,BEGINNING,10:34:00,21,-999,7.75,488,450.6,5.07,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,2,BEGINNING,10:50:00,21.1,-999,7.68,483.8,447.9,5.05,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,3,BEGINNING,11:06:00,21.8,-999,7.76,482.8,452.9,7.08,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,4,BEGINNING,11:20:00,22.6,-999,7.52,494.7,472.3,6.38,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner35lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,5,BEGINNING,11:30:00,22.5,-999,7.82,480.2,457.2,6.54,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2001Aug28,TAPRShiner2001Oct10,1,BEGINNING,09:37:00,16.2,15,-999,-999,-999,6.44,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2001Aug28,TAPRShiner2001Oct10,2,BEGINNING,09:37:00,16.2,15,-999,-999,-999,8.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2001Aug28,TAPRShiner2001Oct10,3,BEGINNING,09:37:00,16.2,17,-999,-999,-999,7.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2001Aug28,TAPRShiner2001Oct10,4,BEGINNING,09:37:00,16.2,18,-999,-999,-999,8.19,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2001Aug28,TAPRShiner2001Oct10,5,BEGINNING,09:37:00,16,17,-999,-999,-999,7.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2002Sep30,TAPRShiner2002Oct01,1,BEGINNING,09:00:00,19.29,29,7.55,-999,553,2.77,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2002Sep30,TAPRShiner2002Oct01,2,BEGINNING,09:00:00,21.89,25,7.76,-999,559,4.92,80,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2002Sep30,TAPRShiner2002Oct01,3,BEGINNING,09:00:00,19.39,27,7.69,-999,566,6.17,79,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2002Sep30,TAPRShiner2002Oct01,4,BEGINNING,09:00:00,19.5,28,7.5,-999,554,4.48,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2002Sep30,TAPRShiner2002Oct01,5,BEGINNING,09:00:00,19.5,30,7.21,-999,569,4.98,84,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2003Oct06,TAPRShiner2003Oct07,1,BEGINNING,09:28:00,14.6,19,7.94,552,438,8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2003Oct06,TAPRShiner2003Oct07,2,BEGINNING,09:28:00,14.19,19,7.86,583,463,7.65,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2003Oct06,TAPRShiner2003Oct07,3,BEGINNING,09:28:00,14.39,23,7.78,585,466,7.57,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2003Oct06,TAPRShiner2003Oct07,4,BEGINNING,09:28:00,14.39,24,7.8,587,468,6.88,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2003Oct06,TAPRShiner2003Oct07,5,BEGINNING,09:28:00,14.69,23,7.69,588,472,7.73,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,1,BEGINNING,08:35:00,13.5,16,7.65,613,479,7.19,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,2,BEGINNING,08:35:00,13.5,16,7.82,616,481,6.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,3,BEGINNING,08:35:00,13.6,16,7.86,621,428,6.34,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,4,BEGINNING,08:35:00,14,16,7.8,621,490,5.84,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,5,BEGINNING,08:35:00,14,16,7.71,623,492,5.4,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,1,BEGINNING,08:35:00,20.7,22,7.19,532,382,5.28,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,2,BEGINNING,08:35:00,20.39,22,7.57,539,390,6.9,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,3,BEGINNING,08:35:00,20.2,22,7.65,545,393,5.55,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,4,BEGINNING,08:35:00,20.5,22,7.75,543,388,6.61,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2005Oct03,TAPRShiner2005Oct04,5,BEGINNING,08:35:00,20.5,22,7.78,546,393,6.19,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2006Sep18,TAPRShiner2006Sep19,1,BEGINNING,09:20:00,14.19,12,7.25,443.4,348.8,4.67,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2006Sep18,TAPRShiner2006Sep19,2,BEGINNING,10:40:00,12.69,15,6.94,447.4,360.2,4.75,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2006Sep18,TAPRShiner2006Sep19,3,BEGINNING,11:05:00,13.39,16,7.07,492.2,392,4.09,80,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2006Sep18,TAPRShiner2006Sep19,4,BEGINNING,11:30:00,14.8,17,7.07,475,370.5,5.03,61,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2007Sep09,TAPRShiner2007Sep10,1,BEGINNING,09:00:00,19.39,17,6.8,663,483,6.03,83,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2007Sep09,TAPRShiner2007Sep10,2,BEGINNING,09:20:00,19.2,17,7,588,429.6,5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2007Sep09,TAPRShiner2007Sep10,3,BEGINNING,09:42:00,18.5,20,7.13,578,426.7,6.4,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2007Sep09,TAPRShiner2007Sep10,4,BEGINNING,10:05:00,18.89,20,7.17,592,434.5,5.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2007Sep09,TAPRShiner2007Sep10,5,BEGINNING,10:30:00,19.29,20,7.03,612,448.2,3.44,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2008Sep07,TAPRShiner2008Sep08,1,BEGINNING,10:25:00,17.7,19,8.6,608,521,4.7,114,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2008Sep07,TAPRShiner2008Sep08,2,BEGINNING,10:47:00,17.39,18,8.02,550,466.5,5.26,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2008Sep07,TAPRShiner2008Sep08,3,BEGINNING,10:15:00,17.1,16,8.01,413.3,349.8,7.98,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2008Sep07,TAPRShiner2008Sep08,4,BEGINNING,10:21:00,17.39,16,7.73,405.4,344.5,6.04,115,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2008Sep07,TAPRShiner2008Sep08,5,BEGINNING,10:39:00,17.7,16,7.71,434.4,375.3,4.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2009Sep08,TAPRShiner2009Sep10,1,BEGINNING,08:20:00,18,23.5,7.32,643,578,6.18,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2009Sep08,TAPRShiner2009Sep10,2,BEGINNING,08:30:00,18.1,23.5,7.13,612,545,5.48,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2009Sep08,TAPRShiner2009Sep10,3,BEGINNING,08:45:00,17.89,23.5,7.67,578,514,7.55,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2009Sep08,TAPRShiner2009Sep10,4,BEGINNING,08:55:00,17.89,23.5,7.48,612,543,6.57,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2009Sep08,TAPRShiner2009Sep10,5,BEGINNING,09:10:00,17.89,23.5,7.23,614,544,7.66,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2015Aug30,TAPRShiner2015Sep01,1,BEGINNING,13:25:00,23.89,30.5,7.88,518,507,9.11,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2015Aug30,TAPRShiner2015Sep01,2,BEGINNING,13:07:00,22.1,30,7.9,515.7,487.4,8.7,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2015Aug30,TAPRShiner2015Sep01,3,BEGINNING,13:11:00,21.39,30,7.86,524.3,488.7,7.86,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2015Aug30,TAPRShiner2015Sep01,4,BEGINNING,13:17:00,21.29,30.5,7.82,523.9,486.4,7.17,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2015Aug30,TAPRShiner2015Sep01,5,BEGINNING,13:09:00,21.6,30,7.76,524.8,490.4,7.17,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,1,BEGINNING,17:52:00,25.3,17.8,9.77,418.8,421.1,7.35,89,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,2,BEGINNING,17:58:00,24.2,17.8,9.31,461.2,453.8,6.76,69,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,3,BEGINNING,18:10:00,24.4,17.8,9.12,629,622,6.74,72,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,4,BEGINNING,18:20:00,25.4,17.8,9.2,480.2,484.3,6.13,35,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2021Sep07,TAPRShiner2021Sep09,1,BEGINNING,14:07:00,23.8,-999,7.48,567,533,9.03,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2021Sep07,TAPRShiner2021Sep09,2,BEGINNING,14:17:00,22.9,-999,7.48,571,547,6.76,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2021Sep07,TAPRShiner2021Sep09,3,BEGINNING,14:34:00,23.1,-999,7.85,578,557,8.2,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2021Sep07,TAPRShiner2021Sep09,4,BEGINNING,14:48:00,22.7,-999,7.56,588,561,7.83,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36middl,TAPRShiner2021Sep07,TAPRShiner2021Sep09,5,BEGINNING,15:00:00,22.9,-999,7.47,588,563,6.62,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2001Aug28,TAPRShiner2001Oct10,1,BEGINNING,13:26:00,18.1,17,-999,-999,-999,7.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2001Aug28,TAPRShiner2001Oct10,2,BEGINNING,13:26:00,18.7,23,-999,-999,-999,5.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2001Aug28,TAPRShiner2001Oct10,3,BEGINNING,13:26:00,17.89,20,-999,-999,-999,4.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2001Aug28,TAPRShiner2001Oct10,4,BEGINNING,13:26:00,19.2,22,-999,-999,-999,8.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2001Aug28,TAPRShiner2001Oct10,5,BEGINNING,13:26:00,18.79,22,-999,-999,-999,6.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,1,BEGINNING,11:30:00,20.7,29,7.92,-999,497,5.8,39,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,2,BEGINNING,11:30:00,22.1,32,7.73,-999,524,4.38,62,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,3,BEGINNING,11:30:00,21.1,33,7.8,-999,575,5.15,36,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,4,BEGINNING,11:30:00,19.7,33,7.36,-999,605,3.84,56,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2002Sep30,TAPRShiner2002Oct01,5,BEGINNING,11:30:00,19.6,33,7.46,-999,621,6.61,36,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2003Oct06,TAPRShiner2003Oct07,1,BEGINNING,10:50:00,15.69,23,7.86,583,480,6.21,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner36upper,TAPRShiner2003Oct06,TAPRShiner2003Oct07,2,BEGINNING,10:50:00,15.6,25,7.55,589,482,6.67,120,Event,MachineObservation
