ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_C,AirTemp_C,pH,SpecificConductance_microScm,Conductivity_microScm,DissolvedOxygen_mgL,SecchiTube,Units
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,2,BEGINNING,12/30/1899 8:00:00,17.70,18.00,7.38,485.00,428.50,6.95,85.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,3,BEGINNING,12/30/1899 8:00:00,17.70,18.00,7.38,484.30,427.90,7.80,92.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,4,BEGINNING,12/30/1899 8:00:00,17.79,18.00,7.36,487.70,431.80,6.30,100.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2009Sep08,TAPRShiner2009Sep09,5,BEGINNING,12/30/1899 8:00:00,17.89,18.00,7.48,494.50,438.70,7.66,97.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,1,BEGINNING,12/30/1899 8:00:00,18.89,26.50,7.28,609.00,567.00,5.77,110.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,2,BEGINNING,12/30/1899 8:00:00,19.10,27.50,7.63,616.00,570.00,5.43,105.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,3,BEGINNING,12/30/1899 8:00:00,18.60,28.00,7.09,607.00,559.00,6.83,66.19,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,4,BEGINNING,12/30/1899 8:00:00,18.20,28.00,7.15,607.00,562.00,5.73,89.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2010Sep07,TAPRShiner2010Sep07,5,BEGINNING,12/30/1899 8:00:00,17.70,26.00,7.69,574.00,524.00,3.30,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,1,BEGINNING,12/30/1899 8:00:00,21.50,24.50,7.67,370.60,345.70,5.90,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,2,BEGINNING,12/30/1899 8:00:00,21.60,24.50,7.55,471.30,440.40,4.91,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,3,BEGINNING,12/30/1899 8:00:00,20.29,24.00,7.46,480.50,436.50,4.47,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,4,BEGINNING,12/30/1899 8:00:00,21.00,24.00,7.40,470.10,431.10,5.00,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2015Aug30,TAPRShiner2015Aug30,5,BEGINNING,12/30/1899 8:00:00,20.00,24.00,7.36,463.70,419.00,3.03,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,1,BEGINNING,12/30/1899 8:00:00,-999.00,23.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,2,BEGINNING,12/30/1899 8:00:00,-999.00,23.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,3,BEGINNING,12/30/1899 8:00:00,-999.00,23.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,4,BEGINNING,12/30/1899 8:00:00,-999.00,23.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2016Aug31,TAPRShiner2016Sep01,5,BEGINNING,12/30/1899 8:00:00,-999.00,23.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,1,BEGINNING,12/30/1899 8:00:00,-999.00,11.10,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,2,BEGINNING,12/30/1899 8:00:00,-999.00,11.10,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,3,BEGINNING,12/30/1899 8:00:00,-999.00,11.10,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,4,BEGINNING,12/30/1899 8:00:00,-999.00,11.10,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2017Sep05,TAPRShiner2017Sep06,5,BEGINNING,12/30/1899 8:00:00,-999.00,11.10,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,1,BEGINNING,12/30/1899 15:09:00,23.20,22.20,7.81,419.50,405.90,4.98,107.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,2,BEGINNING,12/30/1899 15:25:00,23.30,22.20,7.74,521.00,504.00,7.50,71.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,3,BEGINNING,12/30/1899 15:30:00,23.00,22.20,7.79,504.10,484.30,5.33,75.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2018Sep04,TAPRShiner2018Sep04,4,BEGINNING,12/30/1899 15:40:00,23.10,22.20,7.63,561.00,540.00,7.18,63.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,1,BEGINNING,12/30/1899 8:13:00,18.30,-999.00,7.35,541.90,468.30,6.52,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,2,BEGINNING,12/30/1899 8:29:00,18.30,-999.00,7.42,504.50,439.60,5.76,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,3,BEGINNING,12/30/1899 8:50:00,18.30,-999.00,7.42,499.20,435.10,3.40,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,TAPRShiner2021Sep07,TAPRShiner2021Sep09,4,BEGINNING,12/30/1899 9:06:00,17.50,-999.00,7.45,511.70,437.40,1.95,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,1,BEGINNING,12/30/1899 8:00:00,22.60,30.00,-999.00,-999.00,-999.00,9.22,114.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,2,BEGINNING,12/30/1899 8:00:00,23.29,32.50,-999.00,-999.00,-999.00,8.32,104.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,3,BEGINNING,12/30/1899 8:00:00,25.60,35.00,-999.00,-999.00,-999.00,8.56,98.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,4,BEGINNING,12/30/1899 8:00:00,26.79,31.00,-999.00,-999.00,-999.00,8.94,92.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2001Aug28,TAPRShiner2001Aug28,5,BEGINNING,12/30/1899 8:00:00,25.79,30.00,-999.00,-999.00,-999.00,11.60,94.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,12/30/1899 8:00:00,16.20,16.00,7.15,-999.00,474.00,4.88,74.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,2,BEGINNING,12/30/1899 8:00:00,16.70,17.00,7.50,-999.00,414.00,6.73,13.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,3,BEGINNING,12/30/1899 8:00:00,18.10,18.00,7.40,-999.00,474.00,6.34,7.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,4,BEGINNING,12/30/1899 8:00:00,17.89,17.00,7.96,-999.00,273.00,7.53,10.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,5,BEGINNING,12/30/1899 8:00:00,17.39,18.50,7.86,-999.00,305.00,7.92,10.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,1,BEGINNING,12/30/1899 8:00:00,18.50,25.00,7.76,513.00,447.00,7.30,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,2,BEGINNING,12/30/1899 8:00:00,18.60,26.00,7.67,509.00,445.00,7.05,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,3,BEGINNING,12/30/1899 8:00:00,18.60,26.00,7.76,509.00,446.00,6.82,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,4,BEGINNING,12/30/1899 8:00:00,18.70,26.00,7.80,508.00,447.00,6.32,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,5,BEGINNING,12/30/1899 8:00:00,18.89,26.00,7.98,492.00,434.00,7.40,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,1,BEGINNING,12/30/1899 8:00:00,16.10,18.00,7.86,440.00,364.00,6.92,10.60,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,2,BEGINNING,12/30/1899 8:00:00,16.20,18.00,7.88,428.00,356.00,6.78,8.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,3,BEGINNING,12/30/1899 8:00:00,16.50,19.00,7.94,407.00,340.00,5.71,14.60,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,4,BEGINNING,12/30/1899 8:00:00,16.29,19.00,8.01,412.00,343.00,6.59,20.60,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2004Oct04,TAPRShiner2004Oct07,5,BEGINNING,12/30/1899 8:00:00,16.50,19.00,8.06,411.00,344.00,7.09,28.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,12/30/1899 8:00:00,20.10,18.00,7.67,429.50,310.00,5.36,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,12/30/1899 8:00:00,20.29,18.00,7.63,429.10,310.00,5.21,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,12/30/1899 8:00:00,20.10,18.00,7.75,408.00,292.00,4.80,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,12/30/1899 8:00:00,20.00,17.00,7.69,420.80,289.00,5.11,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,12/30/1899 8:00:00,20.00,17.00,7.88,370.30,266.00,5.19,102.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2007Sep09,TAPRShiner2007Sep11,1,BEGINNING,12/30/1899 8:00:00,21.89,26.00,7.28,740.00,529.00,3.89,38.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2007Sep09,TAPRShiner2007Sep11,2,BEGINNING,12/30/1899 8:00:00,22.10,29.00,7.55,626.00,440.60,6.76,57.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2007Sep09,TAPRShiner2007Sep11,3,BEGINNING,12/30/1899 8:00:00,20.70,30.00,7.67,605.00,433.30,7.05,20.50,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,1,BEGINNING,12/30/1899 8:00:00,19.00,25.00,7.71,561.00,497.00,6.02,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,2,BEGINNING,12/30/1899 8:00:00,21.29,25.00,7.76,563.00,509.00,7.14,115.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,3,BEGINNING,12/30/1899 8:00:00,22.20,25.00,7.84,561.00,524.00,6.39,82.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2008Sep07,TAPRShiner2008Sep09,4,BEGINNING,12/30/1899 8:00:00,21.00,25.00,7.61,574.00,521.00,5.92,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,1,BEGINNING,12/30/1899 8:00:00,19.20,28.00,7.59,443.00,408.00,6.58,48.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,2,BEGINNING,12/30/1899 8:00:00,20.20,28.00,7.71,445.60,416.80,7.56,43.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,3,BEGINNING,12/30/1899 8:00:00,20.29,28.00,7.55,454.20,422.80,7.15,45.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,4,BEGINNING,12/30/1899 8:00:00,18.29,28.00,7.32,552.20,495.30,5.28,48.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2009Sep08,TAPRShiner2009Sep09,5,BEGINNING,12/30/1899 8:00:00,21.20,28.00,7.76,415.00,394.60,8.10,58.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,1,BEGINNING,12/30/1899 8:00:00,22.00,29.00,8.17,506.00,501.00,6.44,75.09,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,2,BEGINNING,12/30/1899 8:00:00,22.29,29.50,7.75,566.00,563.00,5.85,74.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,3,BEGINNING,12/30/1899 8:00:00,21.00,28.00,7.69,569.00,553.00,5.65,70.40,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,4,BEGINNING,12/30/1899 8:00:00,21.89,28.00,7.71,594.00,584.00,7.00,91.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2010Sep07,TAPRShiner2010Sep07,5,BEGINNING,12/30/1899 8:00:00,20.29,26.50,7.36,604.00,577.00,4.20,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,1,BEGINNING,12/30/1899 8:00:00,22.10,29.00,7.78,425.00,401.10,7.90,83.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,2,BEGINNING,12/30/1899 8:00:00,22.10,29.00,7.94,421.90,398.40,7.30,83.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,3,BEGINNING,12/30/1899 8:00:00,21.60,29.50,7.80,414.90,386.00,6.70,77.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,4,BEGINNING,12/30/1899 8:00:00,23.39,29.50,8.18,345.40,335.10,8.93,87.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2015Aug30,TAPRShiner2015Aug30,5,BEGINNING,12/30/1899 8:00:00,22.60,27.50,8.14,360.00,342.70,8.14,71.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,1,BEGINNING,12/30/1899 8:00:00,-999.00,29.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,2,BEGINNING,12/30/1899 8:00:00,-999.00,29.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,3,BEGINNING,12/30/1899 8:00:00,-999.00,29.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,4,BEGINNING,12/30/1899 8:00:00,-999.00,29.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2016Aug31,TAPRShiner2016Sep01,5,BEGINNING,12/30/1899 8:00:00,-999.00,29.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,1,BEGINNING,12/30/1899 8:00:00,-999.00,20.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,2,BEGINNING,12/30/1899 8:00:00,-999.00,20.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,3,BEGINNING,12/30/1899 8:00:00,-999.00,20.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,4,BEGINNING,12/30/1899 8:00:00,-999.00,20.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2017Sep05,TAPRShiner2017Sep06,5,BEGINNING,12/30/1899 8:00:00,-999.00,20.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,1,BEGINNING,12/30/1899 13:45:00,23.60,21.10,7.48,701.00,683.00,7.30,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,2,BEGINNING,12/30/1899 13:47:00,23.70,21.10,7.42,773.00,753.00,5.35,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,3,BEGINNING,12/30/1899 13:55:00,23.10,21.10,7.34,750.00,731.00,6.02,110.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2018Sep04,TAPRShiner2018Sep04,4,BEGINNING,12/30/1899 13:50:00,23.30,21.10,7.36,584.00,553.00,7.08,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,1,BEGINNING,12/30/1899 13:28:00,24.30,-999.00,7.49,533.00,524.00,5.11,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,2,BEGINNING,12/30/1899 13:44:00,24.10,-999.00,7.61,661.00,649.00,7.09,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,3,BEGINNING,12/30/1899 13:57:00,23.10,-999.00,7.42,457.80,440.70,2.23,30.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,TAPRShiner2021Sep07,TAPRShiner2021Sep07,4,BEGINNING,12/30/1899 14:11:00,26.40,-999.00,7.84,469.10,481.10,6.06,72.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,1,BEGINNING,12/30/1899 8:00:00,13.89,16.00,-999.00,-999.00,-999.00,7.61,37.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,2,BEGINNING,12/30/1899 8:00:00,14.00,16.50,-999.00,-999.00,-999.00,8.59,54.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,3,BEGINNING,12/30/1899 8:00:00,13.89,17.00,-999.00,-999.00,-999.00,7.69,41.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,4,BEGINNING,12/30/1899 8:00:00,14.30,17.00,-999.00,-999.00,-999.00,6.53,35.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2001Aug28,TAPRShiner2001Oct12,5,BEGINNING,12/30/1899 8:00:00,14.60,18.00,-999.00,-999.00,-999.00,5.48,75.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2002Sep30,TAPRShiner2002Oct05,1,BEGINNING,12/30/1899 8:00:00,11.80,10.00,7.67,-999.00,387.00,7.23,32.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2002Sep30,TAPRShiner2002Oct05,2,BEGINNING,12/30/1899 8:00:00,14.69,10.00,7.26,-999.00,443.00,6.65,48.29,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,1,BEGINNING,12/30/1899 8:00:00,21.60,25.00,7.92,470.00,-999.00,6.44,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,2,BEGINNING,12/30/1899 8:00:00,21.60,25.00,7.88,467.00,437.00,7.50,103.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,3,BEGINNING,12/30/1899 8:00:00,21.60,25.00,7.86,470.00,441.00,7.84,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,4,BEGINNING,12/30/1899 8:00:00,21.10,25.00,7.76,480.00,444.00,6.44,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2003Oct06,TAPRShiner2003Oct09,5,BEGINNING,12/30/1899 8:00:00,22.50,25.00,7.88,473.00,449.00,7.00,29.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,1,BEGINNING,12/30/1899 8:00:00,15.60,27.00,7.84,522.00,428.00,8.10,76.80,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,2,BEGINNING,12/30/1899 8:00:00,17.20,27.00,7.57,562.00,477.00,6.44,86.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,3,BEGINNING,12/30/1899 8:00:00,16.60,27.00,7.88,523.00,438.00,6.80,13.60,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,4,BEGINNING,12/30/1899 8:00:00,17.00,31.00,7.73,521.00,442.00,6.50,21.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2004Oct04,TAPRShiner2004Oct05,5,BEGINNING,12/30/1899 8:00:00,16.60,31.00,7.34,576.00,482.00,6.90,56.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,12/30/1899 8:00:00,18.10,14.00,7.84,450.00,335.00,6.40,98.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,12/30/1899 8:00:00,17.60,14.00,8.01,414.00,310.00,7.40,120.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,12/30/1899 8:00:00,17.39,14.00,7.84,479.00,358.60,7.32,81.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,12/30/1899 8:00:00,16.89,14.00,7.65,483.00,365.00,6.90,91.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,12/30/1899 8:00:00,16.29,14.00,7.30,476.00,365.40,5.34,95.00,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,1,BEGINNING,12/30/1899 8:00:00,21.60,32.50,-999.00,-999.00,-999.00,8.27,89.19,metric
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,TAPRShiner2001Aug28,TAPRShiner2001Aug28,2,BEGINNING,12/30/1899 8:00:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
