ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_C,AirTemp_C,pH,SpecificConductance_microScm,Conductivity_microScm,DissolvedOxygen_mgL,SecchiTube,Units
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep20,1,BEGINNING,12/30/1899 9:41:00,24.60,21.11,7.44,316.10,313.90,7.06,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep20,1,ENDING,12/30/1899 12:10:00,26.40,-999.00,7.27,311.60,320.20,8.60,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep07,1,BEGINNING,12/30/1899 10:31:00,22.80,-999.00,8.15,342.20,327.80,8.97,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep07,1,ENDING,12/30/1899 12:22:00,24.60,-999.00,8.05,341.90,339.10,9.77,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT06,1,BEGINNING,12/30/1899 10:20:00,14.60,15.50,6.75,276.60,216.40,9.09,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT06,1,ENDING,12/30/1899 12:20:00,15.30,18.00,7.17,281.80,218.20,8.85,120.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct01,1,BEGINNING,12/30/1899 11:25:00,19.90,26.00,8.01,389.80,282.80,7.01,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct01,1,ENDING,12/30/1899 13:30:00,20.80,28.00,7.67,397.60,284.20,6.39,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct13,1,BEGINNING,12/30/1899 10:30:00,13.00,9.00,7.61,444.60,356.20,9.90,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct13,1,ENDING,12/30/1899 12:30:00,12.90,9.50,8.07,442.00,353.40,10.00,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,BEGINNING,12/30/1899 15:34:00,18.00,23.50,8.16,477.40,413.40,8.44,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,1,ENDING,12/30/1899 17:30:00,17.80,19.50,8.10,476.10,410.40,8.38,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,BEGINNING,12/30/1899 14:45:00,20.70,26.50,8.07,451.70,414.30,8.55,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,1,ENDING,12/30/1899 16:15:00,20.70,24.00,8.00,470.80,431.70,8.17,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFish2016Sep19,OZARRMFish2016Sep21,1,BEGINNING,12/30/1899 14:46:00,23.60,-999.00,8.14,526.00,511.00,9.18,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFish2016Sep19,OZARRMFish2016Sep21,1,ENDING,12/30/1899 16:07:00,23.50,27.00,8.13,525.00,511.00,8.92,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2018Sep18,OZARRMFISH2018Oct02,1,BEGINNING,12/30/1899 11:22:00,20.20,22.22,7.05,544.00,494.40,8.51,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2018Sep18,OZARRMFISH2018Oct02,1,ENDING,12/30/1899 12:26:00,20.70,23.33,7.40,541.20,496.90,8.82,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep13,1,BEGINNING,12/30/1899 12:14:00,19.30,-999.00,8.00,452.80,403.20,10.42,-999.00,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep13,1,ENDING,12/30/1899 13:36:00,20.01,-999.00,7.95,436.90,396.80,10.35,-999.00,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,OZRSSprngs2020Jul29,OZRSSprngs2020Jul29,1,BEGINNING,12/30/1899 8:00:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,1,BEGINNING,12/30/1899 8:00:00,15.10,16.00,-999.00,-999.00,-999.00,6.44,50.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,2,BEGINNING,12/30/1899 8:00:00,15.00,16.00,-999.00,-999.00,-999.00,6.23,56.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,3,BEGINNING,12/30/1899 8:00:00,14.89,16.00,-999.00,-999.00,-999.00,5.98,64.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,4,BEGINNING,12/30/1899 8:00:00,15.00,18.00,-999.00,-999.00,-999.00,5.65,64.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,5,BEGINNING,12/30/1899 8:00:00,14.89,19.00,-999.00,-999.00,-999.00,5.40,49.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,1,BEGINNING,12/30/1899 8:00:00,19.89,27.00,8.30,-999.00,638.00,14.69,65.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,2,BEGINNING,12/30/1899 8:00:00,19.70,27.00,8.39,-999.00,641.00,16.70,73.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,3,BEGINNING,12/30/1899 8:00:00,20.00,27.00,8.44,-999.00,639.00,17.13,73.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,4,BEGINNING,12/30/1899 8:00:00,20.20,26.00,8.43,-999.00,635.00,17.14,65.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,5,BEGINNING,12/30/1899 8:00:00,20.20,26.00,8.43,-999.00,634.00,17.10,72.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,1,BEGINNING,12/30/1899 8:00:00,20.70,27.00,8.31,695.00,638.00,12.77,61.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,2,BEGINNING,12/30/1899 8:00:00,20.79,29.00,8.27,688.00,634.00,13.55,80.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,3,BEGINNING,12/30/1899 8:00:00,20.89,29.00,8.34,692.00,637.00,13.88,79.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,4,BEGINNING,12/30/1899 8:00:00,21.00,29.00,8.25,693.00,640.00,13.98,80.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,5,BEGINNING,12/30/1899 8:00:00,21.10,29.00,8.23,693.00,640.00,14.10,78.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2004Sep16,PIPEShiner2004Sep16,1,BEGINNING,12/30/1899 8:00:00,14.80,23.00,7.78,729.00,588.00,7.96,28.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2004Sep16,PIPEShiner2004Sep16,2,BEGINNING,12/30/1899 8:00:00,15.00,22.00,7.75,731.00,591.00,7.88,28.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2004Sep16,PIPEShiner2004Sep16,3,BEGINNING,12/30/1899 8:00:00,15.00,22.00,7.76,732.00,592.00,7.73,21.89,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2004Sep16,PIPEShiner2004Sep16,4,BEGINNING,12/30/1899 8:00:00,15.19,22.00,7.71,732.00,596.00,7.63,29.39,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2004Sep16,PIPEShiner2004Sep16,5,BEGINNING,12/30/1899 8:00:00,15.30,22.00,7.71,733.00,597.00,7.17,26.79,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2005Sep20,PIPEShiner2005Sep20,1,BEGINNING,12/30/1899 8:00:00,18.70,32.00,8.03,786.00,579.00,13.05,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2005Sep20,PIPEShiner2005Sep20,2,BEGINNING,12/30/1899 8:00:00,18.89,32.00,8.14,795.00,584.00,13.68,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2005Sep20,PIPEShiner2005Sep20,3,BEGINNING,12/30/1899 8:00:00,18.89,34.00,8.15,799.00,586.00,13.22,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2005Sep20,PIPEShiner2005Sep20,4,BEGINNING,12/30/1899 8:00:00,19.10,35.00,8.10,798.00,586.00,13.27,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2005Sep20,PIPEShiner2005Sep20,5,BEGINNING,12/30/1899 8:00:00,19.29,34.00,8.07,801.00,586.00,14.01,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2006Aug29,PIPEShiner2006Aug30,1,BEGINNING,12/30/1899 8:00:00,14.19,17.00,7.03,624.00,492.00,4.90,77.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2006Aug29,PIPEShiner2006Aug30,2,BEGINNING,12/30/1899 8:00:00,14.10,17.00,6.96,625.00,492.00,5.07,76.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2006Aug29,PIPEShiner2006Aug30,3,BEGINNING,12/30/1899 8:00:00,14.19,19.00,6.92,632.00,495.00,4.76,80.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2006Aug29,PIPEShiner2006Aug30,4,BEGINNING,12/30/1899 8:00:00,14.19,20.00,6.80,631.00,497.00,4.94,84.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2006Aug29,PIPEShiner2006Aug30,5,BEGINNING,12/30/1899 8:00:00,14.19,21.00,6.88,635.00,499.00,5.23,74.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2013Sep13,PIPEShiner2013Sep13,1,BEGINNING,12/30/1899 8:00:00,15.50,-999.00,7.96,594.20,486.70,9.39,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2013Sep13,PIPEShiner2013Sep13,2,BEGINNING,12/30/1899 8:00:00,15.50,-999.00,7.94,602.40,492.60,8.77,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2013Sep13,PIPEShiner2013Sep13,3,BEGINNING,12/30/1899 8:00:00,15.39,-999.00,7.94,602.80,492.60,8.81,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2013Sep13,PIPEShiner2013Sep13,4,BEGINNING,12/30/1899 8:00:00,15.39,-999.00,7.92,606.40,495.90,8.94,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2013Sep13,PIPEShiner2013Sep13,5,BEGINNING,12/30/1899 8:00:00,15.39,-999.00,7.90,605.10,493.90,8.87,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2016Sep10,PIPEShiner2016Sep10,1,BEGINNING,12/30/1899 8:00:00,-999.00,20.50,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2016Sep10,PIPEShiner2016Sep10,2,BEGINNING,12/30/1899 8:00:00,-999.00,20.50,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2016Sep10,PIPEShiner2016Sep10,3,BEGINNING,12/30/1899 8:00:00,-999.00,22.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2016Sep10,PIPEShiner2016Sep10,4,BEGINNING,12/30/1899 8:00:00,-999.00,22.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2016Sep10,PIPEShiner2016Sep10,5,BEGINNING,12/30/1899 8:00:00,-999.00,23.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2021Aug26,PIPEShiner2021Aug26,1,BEGINNING,12/30/1899 14:05:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2021Aug26,PIPEShiner2021Aug26,2,BEGINNING,12/30/1899 14:07:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2021Aug26,PIPEShiner2021Aug26,3,BEGINNING,12/30/1899 14:09:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2021Aug26,PIPEShiner2021Aug26,4,BEGINNING,12/30/1899 14:11:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2021Aug26,PIPEShiner2021Aug26,5,BEGINNING,12/30/1899 14:13:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2001Sep11,PIPEShiner2001Sep11,1,BEGINNING,12/30/1899 8:00:00,14.80,16.50,-999.00,-999.00,-999.00,7.76,51.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2001Sep11,PIPEShiner2001Sep11,2,BEGINNING,12/30/1899 8:00:00,15.10,19.50,-999.00,-999.00,-999.00,8.23,64.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2001Sep11,PIPEShiner2001Sep11,3,BEGINNING,12/30/1899 8:00:00,15.80,20.00,-999.00,-999.00,-999.00,8.11,35.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2001Sep11,PIPEShiner2001Sep11,4,BEGINNING,12/30/1899 8:00:00,15.80,22.00,-999.00,-999.00,-999.00,8.55,82.50,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2001Sep11,PIPEShiner2001Sep11,5,BEGINNING,12/30/1899 8:00:00,16.60,22.50,-999.00,-999.00,-999.00,8.43,68.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2002Sep17,PIPEShiner2002Sep17,1,BEGINNING,12/30/1899 8:00:00,15.50,20.00,8.22,-999.00,595.00,7.34,84.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2002Sep17,PIPEShiner2002Sep17,2,BEGINNING,12/30/1899 8:00:00,15.80,22.00,8.27,-999.00,728.00,7.69,90.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2002Sep17,PIPEShiner2002Sep17,3,BEGINNING,12/30/1899 8:00:00,16.00,23.00,8.27,-999.00,727.00,8.57,120.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2002Sep17,PIPEShiner2002Sep17,4,BEGINNING,12/30/1899 8:00:00,17.20,25.00,8.35,-999.00,734.00,9.14,69.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2002Sep17,PIPEShiner2002Sep17,5,BEGINNING,12/30/1899 8:00:00,16.89,26.00,8.35,-999.00,712.00,11.02,92.19,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2003Sep02,PIPEShiner2003Sep04,1,BEGINNING,12/30/1899 8:00:00,14.89,18.00,8.21,626.00,557.00,7.23,56.79,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2003Sep02,PIPEShiner2003Sep04,2,BEGINNING,12/30/1899 8:00:00,15.00,18.00,8.23,695.00,563.00,7.23,57.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2003Sep02,PIPEShiner2003Sep04,3,BEGINNING,12/30/1899 8:00:00,15.80,23.00,8.23,684.00,565.00,7.67,58.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2003Sep02,PIPEShiner2003Sep04,4,BEGINNING,12/30/1899 8:00:00,15.89,23.00,8.27,528.00,440.00,7.88,45.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2003Sep02,PIPEShiner2003Sep04,5,BEGINNING,12/30/1899 8:00:00,16.39,24.00,8.22,695.00,583.00,7.73,79.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2004Sep16,PIPEShiner2004Sep16,1,BEGINNING,12/30/1899 8:00:00,13.60,11.00,8.10,701.00,550.00,9.31,15.80,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2004Sep16,PIPEShiner2004Sep16,2,BEGINNING,12/30/1899 8:00:00,13.69,11.00,8.14,702.00,550.00,9.14,22.20,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2004Sep16,PIPEShiner2004Sep16,3,BEGINNING,12/30/1899 8:00:00,13.69,14.00,8.14,704.00,552.00,9.15,21.79,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2004Sep16,PIPEShiner2004Sep16,4,BEGINNING,12/30/1899 8:00:00,13.80,14.00,8.17,706.00,553.00,9.31,20.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2004Sep16,PIPEShiner2004Sep16,5,BEGINNING,12/30/1899 8:00:00,13.80,14.00,8.18,708.00,556.00,9.32,21.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2005Sep20,PIPEShiner2005Sep20,1,BEGINNING,12/30/1899 8:00:00,15.80,22.50,8.26,728.00,571.00,9.17,85.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2005Sep20,PIPEShiner2005Sep20,2,BEGINNING,12/30/1899 8:00:00,15.80,22.50,8.28,742.00,570.00,9.10,75.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2005Sep20,PIPEShiner2005Sep20,3,BEGINNING,12/30/1899 8:00:00,15.80,22.50,8.31,742.00,570.00,9.27,97.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2005Sep20,PIPEShiner2005Sep20,4,BEGINNING,12/30/1899 8:00:00,15.80,23.79,8.30,744.00,571.00,9.00,81.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2005Sep20,PIPEShiner2005Sep20,5,BEGINNING,12/30/1899 8:00:00,16.00,25.00,8.35,747.00,572.00,9.53,98.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2006Aug29,PIPEShiner2006Aug29,1,BEGINNING,12/30/1899 8:00:00,16.60,16.00,7.53,616.00,468.00,7.03,95.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2006Aug29,PIPEShiner2006Aug29,2,BEGINNING,12/30/1899 8:00:00,17.29,21.00,7.69,628.00,472.00,7.98,95.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2006Aug29,PIPEShiner2006Aug29,3,BEGINNING,12/30/1899 8:00:00,17.70,21.00,7.73,631.00,473.00,7.13,93.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2006Aug29,PIPEShiner2006Aug29,4,BEGINNING,12/30/1899 8:00:00,17.89,21.00,7.71,637.00,474.00,8.28,94.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2006Aug29,PIPEShiner2006Aug29,5,BEGINNING,12/30/1899 8:00:00,18.00,23.00,7.90,640.00,476.00,7.44,81.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2014Sep13,PIPEShiner2014Sep13,1,BEGINNING,12/30/1899 8:00:00,10.97,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2014Sep13,PIPEShiner2014Sep13,2,BEGINNING,12/30/1899 8:00:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2014Sep13,PIPEShiner2014Sep13,3,BEGINNING,12/30/1899 8:00:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2014Sep13,PIPEShiner2014Sep13,4,BEGINNING,12/30/1899 8:00:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2014Sep13,PIPEShiner2014Sep13,5,BEGINNING,12/30/1899 8:00:00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2016Sep10,PIPEShiner2016Sep10,1,BEGINNING,12/30/1899 8:00:00,-999.00,20.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2016Sep10,PIPEShiner2016Sep10,2,BEGINNING,12/30/1899 8:00:00,-999.00,24.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2016Sep10,PIPEShiner2016Sep10,3,BEGINNING,12/30/1899 8:00:00,-999.00,24.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2016Sep10,PIPEShiner2016Sep10,4,BEGINNING,12/30/1899 8:00:00,-999.00,25.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2016Sep10,PIPEShiner2016Sep10,5,BEGINNING,12/30/1899 8:00:00,-999.00,25.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,1,BEGINNING,12/30/1899 9:35:00,-999.00,18.90,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,2,BEGINNING,12/30/1899 9:55:00,-999.00,18.90,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,3,BEGINNING,12/30/1899 10:17:00,-999.00,20.00,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,4,BEGINNING,12/30/1899 10:31:00,-999.00,21.10,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,5,BEGINNING,12/30/1899 10:47:00,-999.00,22.20,-999.00,-999.00,-999.00,-999.00,-999.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,1,BEGINNING,12/30/1899 8:00:00,18.00,23.00,-999.00,-999.00,-999.00,8.76,73.50,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,2,BEGINNING,12/30/1899 8:00:00,18.00,26.00,-999.00,-999.00,-999.00,9.06,76.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,3,BEGINNING,12/30/1899 8:00:00,18.10,26.00,-999.00,-999.00,-999.00,8.73,60.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,4,BEGINNING,12/30/1899 8:00:00,19.00,27.00,-999.00,-999.00,-999.00,8.85,52.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2001Sep11,PIPEShiner2001Sep11,5,BEGINNING,12/30/1899 8:00:00,19.20,39.00,-999.00,-999.00,-999.00,8.84,49.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,1,BEGINNING,12/30/1899 8:00:00,17.00,25.00,8.30,-999.00,623.00,9.30,110.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,2,BEGINNING,12/30/1899 8:00:00,16.89,25.00,8.27,-999.00,628.00,8.78,77.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,3,BEGINNING,12/30/1899 8:00:00,17.20,26.00,8.27,-999.00,622.00,8.48,85.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,4,BEGINNING,12/30/1899 8:00:00,17.20,25.00,8.30,-999.00,637.00,8.10,93.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2002Sep17,PIPEShiner2002Sep17,5,BEGINNING,12/30/1899 8:00:00,17.20,26.00,8.27,-999.00,743.00,9.25,85.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,1,BEGINNING,12/30/1899 8:00:00,19.50,29.00,8.19,696.00,621.00,7.17,66.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,2,BEGINNING,12/30/1899 8:00:00,19.29,29.00,8.15,664.00,594.00,6.90,51.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,3,BEGINNING,12/30/1899 8:00:00,19.50,29.00,8.11,528.00,446.00,7.23,25.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,4,BEGINNING,12/30/1899 8:00:00,19.18,31.00,8.18,699.00,629.00,7.07,46.00,metric
Pipestone National Monument,PIPE,PIPEShiner01middl,PIPEShiner2003Sep02,PIPEShiner2003Sep04,5,BEGINNING,12/30/1899 8:00:00,20.10,33.00,8.18,704.00,639.00,7.42,48.00,metric
